"ID","name","date","link","text","score","exclam"
7996,NA,"10/8/2010","/KimKardashian/status/26771174216","Halloween candy is the best! Well its a tie with Easter candy.",2,1
7997,NA,"10/7/2010","/KimKardashian/status/26674129433","Pink is powerful! http://bit.ly/9KaLg1",0,1
7998,"Khloe","10/7/2010","/KimKardashian/status/26670729844","I've been HACKED! @KhloeKardashian is at it again! Every time I leave my comp on she gets on! Please! U know me. I don't write crazy things!",-1,5
7999,"Khloe","10/7/2010","/KimKardashian/status/26669984210","I love @KhloeKardashian  I love her so much that I made sure we wore similar animal prints last night! Aww day dreaming of our next outfit",2,1
8000,"Khloe","10/7/2010","/KimKardashian/status/26669116924","don't you think @khloekardashian is the softest tongue... When she licks  my back I get goose bumps all over... Want a twit pic?",-1,0
8001,NA,"10/7/2010","/KimKardashian/status/26653118094","New York STAND UP! http://twitpic.com/2veris",0,1
8002,NA,"10/6/2010","/KimKardashian/status/26610270327","I majorly need a screen protector on my phone! I hate when people gaze over at my convos!",-1,2
8003,"Kylie","10/6/2010","/KimKardashian/status/26599892078","U and Kylie look so gorgeous! RT @kendalljenner LOOK! here's the shoot i did with the PUPPIES!! so funn! http://bit.ly/9MtfWW",1,5
8003,"Kendall","10/6/2010","/KimKardashian/status/26599892078","U and Kylie look so gorgeous! RT @kendalljenner LOOK! here's the shoot i did with the PUPPIES!! so funn! http://bit.ly/9MtfWW",1,5
8004,"Khloe","10/6/2010","/KimKardashian/status/26561501823","Who is obsessed with @khloekardashian???? I am!!!!! She is an amazing kisser!",1,6
8005,"Khloe","10/6/2010","/KimKardashian/status/26559902051","Follow My sister @khloekardashian! Whoever gets her to 2.5 milli I will give them a big wet one! Ill be watching you guys!",0,3
8006,NA,"10/5/2010","/KimKardashian/status/26512094365","Bath time! http://twitpic.com/2v077u",0,1
8007,NA,"10/5/2010","/KimKardashian/status/26498364298","Me too!!! RT @angiemartinez I hate when ppl waste my time! #PetPeeve",-2,4
8008,NA,"10/5/2010","/KimKardashian/status/26496318763","NYC fashion is on a whole other level! http://bit.ly/bOfXzd Love this city!",1,2
8009,NA,"10/5/2010","/KimKardashian/status/26476754721","""I'm a movement by myself but were a force when were together""",0,0
8010,NA,"10/5/2010","/KimKardashian/status/26465524579","Still mad at @RyanSeacrest for reading a private email out loud on kiis fm! Check out our interview today and see how mad I get! #Mortified",-4,2
8011,NA,"10/4/2010","/KimKardashian/status/26422875092","I love u so much",1,0
8012,NA,"10/4/2010","/KimKardashian/status/26422430028","I really don't know how to thank my over 5million twitter friends! This is such a mind blowing feeling! I can't believe it! I love u so much",2,3
8013,NA,"10/4/2010","/KimKardashian/status/26420180802","OMG I am less than 1000 away from 5Million!!! How are we gonna celebrate guys? I am speechless and appreciate every single one of u,I love u",3,3
8014,NA,"10/4/2010","/KimKardashian/status/26409804681","I realized it was only just a dream....",0,0
8015,NA,"10/4/2010","/KimKardashian/status/26407223188","BIG news!!!! http://bit.ly/c6Z0f9 It's official!!!",0,7
8016,NA,"10/4/2010","/KimKardashian/status/26384987113","Remember I told u guys I was shooting a commercial w JoBros & Betty White!? It's 4 California! Heres a pic from the set http://bit.ly/avXbVY",0,2
8017,"Kim","10/4/2010","/KimKardashian/status/26376375492","You and @NicoleRichie make me want to vomit! Barf! Lol  RT @RyanSeacrest: Hey @kimkardashian don't deny the juice http://yfrog.com/hq7joj",-2,2
8018,NA,"10/4/2010","/KimKardashian/status/26372402723","Know your power and self worth!",1,1
8019,NA,"10/4/2010","/KimKardashian/status/26359978682","You get back what you put out! So get your posi thoughts together! ;-)",0,2
8020,NA,"10/4/2010","/KimKardashian/status/26356502483","Rise and Grind! Happy Monday! Excited to see the city today! What is everyone up to?",1,3
8021,NA,"10/4/2010","/KimKardashian/status/26339132135","Can't fall asleep! I always stay up so late my 1st night out of town! Who watched Keeping Up w Kardashians & Spin Crowd tonight?",-1,2
8022,NA,"10/3/2010","/KimKardashian/status/26312159335","Fireworks over the Brooklyn bridge! Welcome to NYC bayba baaaybay! http://twitpic.com/2ugoi1",1,2
8023,"Kim","10/3/2010","/KimKardashian/status/26310183642","Would be my dream RT @MikeyVyekiM Disney should make an Aladdin movie with @kimkardashian as Princess Jasmin. Everyone knows they'd watch it",0,0
8024,NA,"10/3/2010","/KimKardashian/status/26305130028","Can't wait for a new episode of Keeping Up With The Kardashians then The Spin Crowd!!!! Starts at 10pm",0,4
8025,"Kim","10/3/2010","/KimKardashian/status/26274256058","Jesus RT @JennerMania @KimKardashian Hey Kim. If you could meet anyone dead or alive who would it be? PS: if you replied i would cry.",-2,0
8026,NA,"10/3/2010","/KimKardashian/status/26271290787","Rise and Fly!!!! Can't wait for NYC!",0,5
8027,NA,"10/3/2010","/KimKardashian/status/26271051233","New Yooooorrkkkk! Concrete jungle where dreams are made of!",0,2
8028,"Kim","10/2/2010","/KimKardashian/status/26221590065","Auntie Kimmie time! http://twitpic.com/2u51aa",0,1
8029,NA,"10/2/2010","/KimKardashian/status/26219091036","For anyone who has been bullied. Turn their hate into motivation! MOTTO-  ""Your hate for me brought out the great in me!""",-1,2
8030,NA,"10/2/2010","/KimKardashian/status/26218225792","Dying to see the movie Social Network tonight! Anyone seen it?",-1,1
8031,NA,"10/2/2010","/KimKardashian/status/26152564707","Night night tweet hearts! Hope everyone has a safe weekend! Sleep tight! Xoxo",1,3
8032,NA,"10/2/2010","/KimKardashian/status/26149956511","My birthday month starts NOW! @JonathanCheban started it off special in Vegas w a fab gift! Love u JC! Xo",1,3
8033,"Kim","10/1/2010","/KimKardashian/status/26114578097","Bc u never met my new baby Casper LOL! RT @JonathanCheban I didn't know Ghost's could b so friendly @kimkardashian http://twitpic.com/2tq9x7",1,1
8034,NA,"10/1/2010","/KimKardashian/status/26076370222","I'm up early for the gym and don't wanna get up! Please motivate me!!!",0,4
8035,NA,"10/1/2010","/KimKardashian/status/26055409328","I had a very long but productive day...so ready to pass out, but my room is a mess from packing & I can't fall asleep w a messy room :-(",-1,0
8036,NA,"9/30/2010","/KimKardashian/status/26000944193","Who wants to come to my 30th birthday party???? http://bit.ly/bQPrIe",0,0
8037,NA,"9/29/2010","/KimKardashian/status/25941693666","I'm the QUEEN of Scattergories!",0,1
8038,NA,"9/29/2010","/KimKardashian/status/25939419031","Magical rainbow in La http://twitpic.com/2t7uat",1,0
8039,NA,"9/29/2010","/KimKardashian/status/25862361767","Have u ever ichatted w someone & both fall alseep but keep ichat on all night? Wonder if it will stay on & u wake up together...kinda! LOL",0,1
8040,NA,"9/29/2010","/KimKardashian/status/25859201019","Late night sushi",0,0
8041,NA,"9/28/2010","/KimKardashian/status/25832519293","I don't believe in psychic's but one told me something reeeaaaalllly good! I'm gonna believe it! LOL",1,2
8042,NA,"9/28/2010","/KimKardashian/status/25817947896","Double workout today! Time to turn up the heat in the gym all week! Today was hard but so worth it! Go hard or go home!",-1,4
8043,NA,"9/28/2010","/KimKardashian/status/25808763444","Lake Como was my dad's favorite place http://bit.ly/acZSIx So happy I got to visit! Breathtaking!!!",3,4
8044,NA,"9/28/2010","/KimKardashian/status/25797342651","On my way to get @nicolerichie 's new book PRICELESS! I want to start a book of the month club w my friends! This will be the 1st book!",0,3
8045,NA,"9/28/2010","/KimKardashian/status/25790636812","Rise & Grind! Time to hit the gym! Even if you're tired, push yourself to get u. U will feel great when u are done! Trust me",0,3
8046,NA,"9/28/2010","/KimKardashian/status/25762427069","What a special night! Tonight was pure love! Off to bed now. Tweet dreams!",2,3
8047,NA,"9/28/2010","/KimKardashian/status/25761367832","Your really missing out @DJPaulyD !!!! If only u could hear what @sn00ki is saying! LOL",0,5
8048,NA,"9/28/2010","/KimKardashian/status/25760222370","Keeping Up With the Jersey Shore http://twitpic.com/2spkvg",0,0
8049,"Khloe","9/27/2010","/KimKardashian/status/25755655137","At Khloe and Lamar's anniversary surprise party! Lamar went all out! WOW http://twitpic.com/2sp24l",0,2
8050,"Kim","9/27/2010","/KimKardashian/status/25734447181","Hey guys, my latest round of eBay auctions ends in 2 hours!! http://3.ly/kimk Shop and help an amazing charity @dreamfound",1,2
8051,"Khloe","9/27/2010","/KimKardashian/status/25715580898","This dress is from our new bebe collection! http://bit.ly/9BgZpD @KhloeKardashian and I both love it!! It isn't a Herve Leger dress :)",1,3
8052,"Khloe","9/27/2010","/KimKardashian/status/25710208941","Happy 1yr Anniversary to Khloe and Lamar Odom! I respect and admire the bond and friendship u have! Everyone should only be so lucky! LUV U",4,3
8053,NA,"9/27/2010","/KimKardashian/status/25664463009","Fun nite at LIV! BUUUUT, my pet peeve is leaving a club and my hair smelling like smoke! Shower time. So sleepy",-1,2
8054,NA,"9/26/2010","/KimKardashian/status/25652195894","At the Dolphins game with my glam girls @JLO and Fergie! http://twitpic.com/2seo2z",0,1
8055,"Khloe","9/26/2010","/KimKardashian/status/25632759582","Tonight on Keeping Up W The Kardashians see @RobKardashian piss @KhloeKardashian off my hooking up with Khloe's best friend!!! OMG",1,3
8056,"Khloe","9/26/2010","/KimKardashian/status/25623444101","What's up South Africa! Keeping Up W Kardashians and Spin Crowd premier's tonight! @KhloeKardashian and I are coming to SA in December!",0,3
8057,NA,"9/26/2010","/KimKardashian/status/25613453443","After Desperate Housewives comes Keeping Up With The Kardashians, then Spin Crowd on E! Get ready for a fun nite of TV!",1,2
8058,NA,"9/26/2010","/KimKardashian/status/25613315719","My favorite night of TV Tonight! Season 7 Premier of Desperate Housewives starts on ABC!!!",1,4
8059,NA,"9/26/2010","/KimKardashian/status/25584067920","I'm in Miami trick!!!! LOL",-1,4
8060,NA,"9/25/2010","/KimKardashian/status/25545976640","Is anyone as excited as I am for Mariah Carey's Christmas Album? I'm playing her old one now. A little early I know, just makes me so happy!",2,1
8061,NA,"9/25/2010","/KimKardashian/status/25526292293","Hi dolls!!!! Hope you bid today @ http://www.TwitChange.com – all proceeds go to an awesome charity for kids in Haiti! We can help!!! RT",1,8
8062,NA,"9/25/2010","/KimKardashian/status/25510984514","What do u think @vbfashionweek ? Should I get this new FAB Victoria Beckham dress?  http://twitpic.com/2rvhyt",0,0
8063,NA,"9/25/2010","/KimKardashian/status/25504426693","Gym time!",0,1
8064,NA,"9/24/2010","/KimKardashian/status/25455676628","I think my house is now haunted...I see a Ghost!!! http://twitpic.com/2rmrsr",0,3
8065,NA,"9/24/2010","/KimKardashian/status/25453954647","About to shoot  Nintendo Wii commercial....wiiiii so fun!!!! Just Dance2!!! Wooowhooo!",1,8
8066,NA,"9/24/2010","/KimKardashian/status/25430381588","Thank you all sssooooo much for your support @ www.TwitChange.com -keep bidding! Let’s help Haiti together, dolls! xoxo",2,2
8067,NA,"9/24/2010","/KimKardashian/status/25411346240","This commercial is gonna be awesome! Me, Betty White, and The Jonas Brothers! Can't wait for u to see it! Its sooo California *hint hint*",1,3
8068,NA,"9/23/2010","/KimKardashian/status/25376771412","I'm about to watch the Jersey Shore!!!! Love this show! Who's watching w me? I see u Snooki, Jenni,Pauly,Situation,Sammi xo",1,5
8069,NA,"9/23/2010","/KimKardashian/status/25369531834","There's no place like home...or my own bed!",1,1
8070,"Kim","9/23/2010","/KimKardashian/status/25349049975","Now that Facebook is back, make sure u ""like"" our book Kardashian Konfidential http://bit.ly/bXdpb6!! And me :) http://fb.me/kimkardashian",1,2
8071,NA,"9/23/2010","/KimKardashian/status/25324610515","Photo booth fun, party of one! http://bit.ly/9DZBAY",1,1
8072,NA,"9/23/2010","/KimKardashian/status/25285729081","""maaaaaaybe you're gonna be the one that saaaaaaves me...and after all you're my wonderwall""",0,0
8073,NA,"9/22/2010","/KimKardashian/status/25243361602","I hate when I travel to diff countries, my google changes languages. I can never understand google when it switches up on me like this!",0,1
8074,NA,"9/22/2010","/KimKardashian/status/25226339073","Cheers!  http://twitpic.com/2qwzdf",0,1
8075,"Kris","9/22/2010","/KimKardashian/status/25226069559","At Oktoberfest in Munich, Germany with @KeepinUpWKris fun times! http://twitpic.com/2qwydf",1,1
8076,"Kris","9/22/2010","/KimKardashian/status/25219372344","My mom will not take off her drindle she is even doing interviews in it! Embarrassing! http://twitpic.com/2qwa90",0,2
8077,NA,"9/22/2010","/KimKardashian/status/25201808711","Off to Oktoberfest in my new drindle! http://twitpic.com/2quc0g",0,1
8078,NA,"9/21/2010","/KimKardashian/status/25152622099","I love Germany, its Vonderfull here! I love z apple strudel",2,1
8079,NA,"9/21/2010","/KimKardashian/status/25144915016","Golfing in Paris! http://bit.ly/chD2cx The perfect Parisian outfit to golf in!?!",1,3
8080,NA,"9/21/2010","/KimKardashian/status/25139999446","Milan was inspirational! Love Italian designers Missoni, John Richmond, Cavalli...wish I could have stayed for fashion week!",2,2
8081,NA,"9/21/2010","/KimKardashian/status/25139471344","I bow down to you, Coco Chanel http://bit.ly/9Htyy8",0,0
8082,NA,"9/21/2010","/KimKardashian/status/25127774692","Kit Kat is my fav candy bar but its tastes different in other countries. Why would they change the filling in between the wafers?",1,0
8083,NA,"9/21/2010","/KimKardashian/status/25102678690","Happy Birthday @NicoleRichie LOVE YOU!",2,1
8084,NA,"9/20/2010","/KimKardashian/status/25077240158","3:30am...still no sleep. I hope since I never adjusted to the time here, when I get home there will be no jet lag",-1,0
8085,"Kim","9/20/2010","/KimKardashian/status/25069372827","I will have more pics up on www.KimKardashian.com all week! Gonna try to fall alseep now, its almost 2am...why can't I ever sleep!",-1,2
8086,NA,"9/20/2010","/KimKardashian/status/25069056008","shopping in Milan today http://twitpic.com/2qfvr1",0,0
8087,"Kris","9/20/2010","/KimKardashian/status/25068995867","Leaving the Louvre museum in Paris with my mom! http://twitpic.com/2qfvjo",0,1
8088,"Kris","9/20/2010","/KimKardashian/status/25068871625","Mom and I sight seeing in Paris! http://twitpic.com/2qfv42",0,1
8089,NA,"9/20/2010","/KimKardashian/status/25059651181","I'm bored in my hotel room...PHOTO BOOTH FUN...Party of one!",-1,1
8090,NA,"9/20/2010","/KimKardashian/status/25058280089","I just made 4 wishes on 11:11pm! Last night in Milan, hope all my wishes come true ;-)",0,1
8091,NA,"9/20/2010","/KimKardashian/status/25056173966","BUT I have to say, I literally laughed out loud at these dating rumors today! Come on now MTO. I literally can't keep up anymore,not true!",-2,2
8092,NA,"9/20/2010","/KimKardashian/status/25036603726","Everyone watch Rachael Ray show today!! I invited her over to my house! Pics and preview here http://bit.ly/97HSrb xoxo",0,3
8093,NA,"9/20/2010","/KimKardashian/status/25003146519","rise and grind! it's so weird to me I am starting my day while all my family and friends are ending theirs!",-2,2
8094,"Caitlyn","9/19/2010","/KimKardashian/status/24988303248","Totally normal behavior! lol RT @leahcakes12 @KhloeKardashian @KourtneyKardash @KimKardashian Bruce ate dog treats&Kourt touched a vibrator!",0,2
8094,"Khloe","9/19/2010","/KimKardashian/status/24988303248","Totally normal behavior! lol RT @leahcakes12 @KhloeKardashian @KourtneyKardash @KimKardashian Bruce ate dog treats&Kourt touched a vibrator!",0,2
8094,"Kourtney","9/19/2010","/KimKardashian/status/24988303248","Totally normal behavior! lol RT @leahcakes12 @KhloeKardashian @KourtneyKardash @KimKardashian Bruce ate dog treats&Kourt touched a vibrator!",0,2
8094,"Kim","9/19/2010","/KimKardashian/status/24988303248","Totally normal behavior! lol RT @leahcakes12 @KhloeKardashian @KourtneyKardash @KimKardashian Bruce ate dog treats&Kourt touched a vibrator!",0,2
8095,NA,"9/19/2010","/KimKardashian/status/24972888379","Who's the real Diva? @JonathanCheban!!! LOL http://twitpic.com/2q4b9m",0,3
8096,NA,"9/19/2010","/KimKardashian/status/24966949539","Love you Snooks! RT @Sn00ki Excited too see the beautiful Kardashians tonight followed by Spin Crowd!",3,2
8097,NA,"9/19/2010","/KimKardashian/status/24955495884","Someone has a cavity in the car I'm in. I can smell it.",-1,0
8098,NA,"9/19/2010","/KimKardashian/status/24944102573","Goodbye Capri!!! http://twitpic.com/2q0uz3",0,3
8099,NA,"9/18/2010","/KimKardashian/status/24873967243","Your surroundings may change but always stay true to yourself, never change! *You can change the frame but the picture stays the same*",0,1
8100,NA,"9/18/2010","/KimKardashian/status/24872560935","You can change the frame but the picture is still the same...",0,0
8101,NA,"9/18/2010","/KimKardashian/status/24854770333","Beyond the Rack, baby! Got myself a Prada bag for fall for half off!! http://bit.ly/bxrVGa",-1,3
8102,NA,"9/18/2010","/KimKardashian/status/24833952270","Dream big and work hard!",0,1
8103,NA,"9/18/2010","/KimKardashian/status/24829171037","Breakfast on the balcony! Life couldn't get any better! Goooood morning world! http://twitpic.com/2pj61d",1,3
8104,NA,"9/17/2010","/KimKardashian/status/24791175835","Yay! My fragrance is now available at Walmart. You can get 1 ounce Eau de Toilette for just $25! xo",2,2
8105,"Kris","9/17/2010","/KimKardashian/status/24785411757","Ok my mom is now talking to strangers in Italian...she doesn't speak Italian! #embarassing",0,1
8106,"Kris","9/17/2010","/KimKardashian/status/24781489812","I love my mom so much and we r so alike, I see myself doing this in 20 yrs. Tears at the dinner table! The whole restraunts starring, help!",1,2
8107,"Kris","9/17/2010","/KimKardashian/status/24780828349","I'm at dinner w my mom in Capri and she won't stop w the sob stories of her honeymoon here 100 yrs ago! I just can't deal w memory lane mom",-1,1
8108,NA,"9/17/2010","/KimKardashian/status/24777878633","French fries were extra good in France! Tonight's menu will be spaghetti and meatballs...so Italian!",1,2
8109,NA,"9/17/2010","/KimKardashian/status/24761313763","Italia!",0,1
8110,NA,"9/17/2010","/KimKardashian/status/24741592881","Bonjour! Peace out Paris! http://twitpic.com/2p7api",1,2
8111,"Kendall","9/16/2010","/KimKardashian/status/24710850376","BEYOND WORDS! RT @KendallJenner OMG thank u so much! I love watching u on Jersey Shore! RT @sn00ki: @kendalljenner U are so fricken pretty!",3,4
8112,NA,"9/16/2010","/KimKardashian/status/24696219619","When its right, its right! When its wrong its wrong...as nothing wrong ever turned out right! #HaveFaith",1,2
8113,NA,"9/16/2010","/KimKardashian/status/24672042856","Omg!! I'm being chased in Paris! http://bit.ly/9UOLl6",0,3
8114,NA,"9/16/2010","/KimKardashian/status/24648181443","‎​""I live for the nights that I can't remember with the people that I won't forget""",0,0
8115,NA,"9/16/2010","/KimKardashian/status/24644212212","I miss my Mase Face!!!! http://twitpic.com/2ovw2t",-1,4
8116,NA,"9/15/2010","/KimKardashian/status/24608413326","ok I'm sorry but I just need to feel buttons. This ipad is frustrating me so badly!!!! I can't figure any of this out!",-3,5
8117,NA,"9/15/2010","/KimKardashian/status/24573197138","Just had the best history lesson at The Louvre...I feel like I can crack the Da Vinci code!",1,1
8118,NA,"9/15/2010","/KimKardashian/status/24555669337","Golfing in Paris! This is unreal! I'm a better golfer than I thought! My new fav hobby!",3,4
8119,NA,"9/14/2010","/KimKardashian/status/24522417211","insomnia",0,0
8120,NA,"9/14/2010","/KimKardashian/status/24517167112","why can't I fall asleep :-(",-1,0
8121,NA,"9/14/2010","/KimKardashian/status/24505533530","Goodbye London...Hello Paris!",0,1
8122,NA,"9/14/2010","/KimKardashian/status/24499212781","God gives you what you need, NOT what you want and sometimes, more than you ever dreamed of...",0,0
8123,NA,"9/14/2010","/KimKardashian/status/24493653285","Hello London town!! http://bit.ly/dquRoO",0,2
8124,"Khloe","9/13/2010","/KimKardashian/status/24418593078","Don't miss @khloekardashian and me on 90210 tonight! http://bit.ly/bdP96E  8/7c on The CW!!!",-1,4
8125,NA,"9/13/2010","/KimKardashian/status/24414000596","What if you are color blind? RT @TheDailyLove: When you see a red flag, it's probably a good idea to stop.",0,0
8126,NA,"9/12/2010","/KimKardashian/status/24322696490","Don't forget to watch an all new CRAZY episode of Keeping Up With The Kardashians TONIGHT on E! 10/9c smoking-botox & how it goes all wrong",-1,1
8127,"Caitlyn","9/12/2010","/KimKardashian/status/24315562121","OMG #TeamUSA won a GOLD MEDAL!!! Congrats @RealLamarOdom Now u and Bruce have some serious bling competition! LOL",2,4
8128,NA,"9/12/2010","/KimKardashian/status/24307400012","A lot goin' on tonight... VMA's, football, Keeping Up W Kardashians, The Spin Crowd! Tune into E at 10/9c to watch!",0,2
8129,NA,"9/12/2010","/KimKardashian/status/24275636626","There's no such thing as a perfect man, or a perfect woman...just perfect for each other ;-)",3,0
8130,NA,"9/12/2010","/KimKardashian/status/24257925951","Landed in London...watched Shrek on the flight and cried. Is that weird? Was so happy when Fiona  Shrek broke the curse!",-2,1
8131,"Kris","9/11/2010","/KimKardashian/status/24224100368","Off to London now! Can't wait! Its been a while since I've been...much needed trip with my mommy :-)",0,2
8132,NA,"9/11/2010","/KimKardashian/status/24222646610","Fun shopping day in NYC with @LindsayLohan",1,0
8133,NA,"9/11/2010","/KimKardashian/status/24178364691","To everyone who lost someone they loved on 9/11 my thoughts and prayers are with you",0,0
8134,NA,"9/10/2010","/KimKardashian/status/24139488580","People come into your life for a reason, a season or a lifetime...",0,0
8135,"Kim","9/10/2010","/KimKardashian/status/24127802055","Celebrating #PinkFriday @NickiMinaj Love u Barbz!!!!! http://twitpic.com/2n3dnb",1,5
8136,"Kim","9/10/2010","/KimKardashian/status/24125065109","Thanks 4 revealing the truth RT @scottdisick I f****d the pool boy while I was homeless after my adopted parents threw me out My mistake kim",-1,0
8137,NA,"9/10/2010","/KimKardashian/status/24124191201","If that never happened then are u making this stuff up @ScottDisick Or were u homeless, adopted & slept w ur pool boy & u are mixing it up?",0,0
8138,NA,"9/10/2010","/KimKardashian/status/24123625240","But I would have paid u off! How much was your book deal for? RT @ScottDisick I'm so sick of keeping my mouth shut, enough is enough",1,1
8139,NA,"9/10/2010","/KimKardashian/status/24123264976","Seriously how dare u @ScottDisick !!! They are family secrets for a reason!!!!  http://twitpic.com/2n2t06",0,7
8140,NA,"9/9/2010","/KimKardashian/status/24045321564","It feels so good to go back to black nails. I just feel edgier! In the mood for something other than french tip or baby pink!",1,2
8141,NA,"9/9/2010","/KimKardashian/status/24044065387","OMG this is hilarious!!! http://bit.ly/ckmC8K",0,3
8142,NA,"9/9/2010","/KimKardashian/status/24034084203","OMGGGG!!!! New York City I LOVE YOU!!!! Shopping, Serendipity, QVC design meetings, Fashion week! I'm in LOVE!!!",2,12
8143,NA,"9/9/2010","/KimKardashian/status/24016710355","Good morning. Why am I so lazy when I am traveling to work out. I did some sits ups, but its just so hard to go to the gym! #needmotivation",0,1
8144,NA,"9/8/2010","/KimKardashian/status/23971068425","I saw Going the Distance with Justin Long & Drew Barrymore and LOVED it! Anyone see it? What did u think?",1,1
8145,NA,"9/8/2010","/KimKardashian/status/23970788820","NYC...room service and a movie...HEAVEN!",0,1
8146,NA,"9/8/2010","/KimKardashian/status/23946984708","Think happy thoughts",1,0
8147,NA,"9/8/2010","/KimKardashian/status/23937867664","I do love my metallic bikinis! http://bit.ly/bTV4XW",1,1
8148,"Khloe","9/8/2010","/KimKardashian/status/23928259141","KiKi is also one of my nicknames ;-)!!! RT @KhloeKardashian KiKi is my childhood blanket.",0,3
8149,NA,"9/8/2010","/KimKardashian/status/23911219258","Morning tweet hearts!",0,1
8150,NA,"9/6/2010","/KimKardashian/status/23209787906","West coast where u at??? Keeping Up With the Kardashians starts now!!!",0,3
8151,NA,"9/6/2010","/KimKardashian/status/23199536632","OMGGGGG @JonathanCheban and @SimonHuck are sooo funny!!!! I'm crying! The Spin Crowd is the funniest show!",-1,6
8152,"Khloe","9/6/2010","/KimKardashian/status/23198431284","Seriously @KhloeKardashian and @RealLamarOdom are the cutest couple ever!",0,1
8153,NA,"9/6/2010","/KimKardashian/status/23197260221","It bothers me that @RealLamarOdom doesn't know how to swim!",-1,1
8154,NA,"9/6/2010","/KimKardashian/status/23197094557","I have a twitter ap!!! Watching Keeping Up With The Kardashians!!! Wooowhooo! Who's watching?",0,7
8155,NA,"9/6/2010","/KimKardashian/status/23196086157","Keeping Up With The Kardashians starts in 15mins East Coast where u at???? This episode is crazy!!!!!",-1,5
8156,NA,"9/6/2010","/KimKardashian/status/23192074179","I'm clearly addicted to my blackberry but just wish I wasn't! I'm DYING wout twitter on my phone! I've even downloaded every game possible!",-1,3
8157,NA,"9/6/2010","/KimKardashian/status/23190715748","Life was easier without technology....I like letters and cards",2,0
8158,NA,"9/6/2010","/KimKardashian/status/23172396976","Welcome to New York!!!! It feels so good to be here! Such a beautiful day here! Boat time!",3,7
8159,NA,"9/6/2010","/KimKardashian/status/23141002228","There's nothing in this world like morning Mason kisses!",1,1
8160,NA,"9/6/2010","/KimKardashian/status/23121954631","Do u ever put extra make up on before u ichat someone? *guilty* LOL",-1,0
8161,NA,"9/6/2010","/KimKardashian/status/23121788700","There's going to be an all new special bonus Labor Day Keeping Up With the Kardashian's tomorrow!!!!",1,4
8162,NA,"9/5/2010","/KimKardashian/status/23092785994","I LOVE Country music! Blasting the best mix w Carrie Underwood, Shania Twain, LeeAnne Rimes, LeeAnne Womack and Faith Hill!",3,2
8163,NA,"9/5/2010","/KimKardashian/status/23089953869","""He's just not that into you"" http://twitpic.com/2ln03a",0,0
8164,NA,"9/5/2010","/KimKardashian/status/23086593562","An all new Keeping Up With The Kardashians airs tonight on E! 10/9pm c, the The Spin Crowd right after!!!!",1,5
8165,NA,"9/5/2010","/KimKardashian/status/23079069247","I love you @RobKardashian",1,0
8166,NA,"9/5/2010","/KimKardashian/status/23070023219","Good morning! Felt good to sleep in today!",2,2
8167,NA,"9/4/2010","/KimKardashian/status/23015377596","Heading to a Malibu wedding. Ive been to so many weddings this year! Being almost 30,is kinda like when ur 13 and its bar-mitzvah time!",1,2
8168,NA,"9/4/2010","/KimKardashian/status/23005935520","OMG one of my fashion icons has joined twitter! Fashion week is now every week with Victoria Beckham on here! Follow @vbfashionweek NOW!",0,3
8169,NA,"9/4/2010","/KimKardashian/status/22992495873","Watching. Discovery Channel ""I Didn't Know I Was Pregnant"" It is so hard 2 believe they didn't know they were pregnant until delivery! Crazy",-2,1
8170,NA,"9/4/2010","/KimKardashian/status/22987462834","You were amazing in Camp Rock2 @ddlovato Love ya! xoxoxo",2,1
8171,NA,"9/4/2010","/KimKardashian/status/22985235050","Who saw The Jonas Brother's Camp Rock 2? What did u guys think? I love the Jonas Brothers! @NickJonas @JoeJonas @kevinjonas",1,1
8172,"Kim","9/4/2010","/KimKardashian/status/22985063154","RT @NickJonas - @kimkardashian you watching camp rock tonight Kim?",0,0
8173,NA,"9/4/2010","/KimKardashian/status/22957766476","Has anyone ever been on a flight and the person in front of u is snoring SO LOUD! What's do u do? Everyone was sooo annoyed!",-2,2
8174,NA,"9/3/2010","/KimKardashian/status/22917906683","Our new collection from @bebe_Stores is launching on 9/9! We can’t wait! Here's a sneak peek... I LOVE these shoes! http://bit.ly/bUzoHS",0,3
8175,NA,"9/3/2010","/KimKardashian/status/22910540250","Ummm NO! I'm excited all year long! My fav holiday! RT @nicolerichie Is it too early to be excited for Christmas?",3,3
8176,NA,"9/3/2010","/KimKardashian/status/22907643682","What's everyone doing this Labor Day weekend? I'm going to a wedding and have to work this weekend! Hope u all have a safe holiday! Xoxo",2,2
8177,NA,"9/3/2010","/KimKardashian/status/22865900086","I ain't from Dallas but I D-Town boogie",0,0
8178,NA,"9/2/2010","/KimKardashian/status/22837466797","You don't have to go 2 the gym this fall 2 get a fab workout! Get into shape w http://fitinyourjeansbyfriday.com 3 dvds just $14.99",-1,1
8179,NA,"9/2/2010","/KimKardashian/status/22823538789","This may be my most risque cover yet!! http://bit.ly/ajTsoj",0,2
8180,NA,"9/2/2010","/KimKardashian/status/22815636665","Cute @iloverbb Paparazzi shot of ur new line! http://twitpic.com/2k1rsk Luv it, Rebecca Bonbon, U adorable puppy! http://bit.ly/aub2hl (Ad)",1,2
8181,NA,"9/2/2010","/KimKardashian/status/22790741240","Rise and grind! Its sooo early, can't believe I'm up! Its not even 5am yet! What do u all have planned for this weekend?",-1,3
